"card_id","disp_id","type","issued"
"462","2978","classic","30/12/1995"
"463","2982","classic","26/2/1998"
"464","2984","classic","21/2/1995"
"465","2995","classic","15/5/1998"
"466","2998","classic","25/11/1998"
"467","3019","classic","5/6/1995"
"468","3023","classic","30/1/1995"
"469","3026","classic","7/6/1998"
"470","3036","classic","2/9/1996"
"471","3037","classic","9/6/1997"
"472","3056","classic","24/11/1997"
"473","3063","classic","22/12/1998"
"474","3066","junior","24/1/1998"
"475","3075","gold","31/5/1998"
"476","3079","classic","6/7/1997"
"477","3082","junior","16/1/1995"
"478","3084","classic","9/10/1994"
"479","3085","classic","16/12/1998"
"480","3092","classic","1/9/1998"
"481","3102","junior","6/1/1998"
"482","3104","junior","13/1/1998"
"483","3115","classic","24/11/1994"
"484","3116","classic","4/7/1995"
"485","3124","classic","8/7/1998"
"486","3128","gold","25/12/1998"
"487","3130","classic","18/11/1998"
"488","3134","gold","20/10/1998"
"489","3135","classic","29/11/1998"
"490","3136","gold","7/2/1997"
"491","3151","classic","21/8/1997"
"492","3166","classic","9/4/1998"
"493","3167","classic","30/11/1997"
"494","3173","classic","10/6/1997"
"495","3181","classic","2/9/1997"
"496","3183","junior","21/7/1998"
"497","3184","classic","3/3/1995"
"498","3186","classic","18/4/1998"
"499","3187","classic","3/4/1996"
"500","3192","classic","26/11/1998"
"501","3197","classic","9/7/1995"
"502","3201","classic","22/8/1997"
"503","3225","classic","8/3/1995"
"504","3230","junior","6/11/1995"
"505","3233","junior","9/10/1998"
"506","3236","gold","19/12/1998"
"507","3245","classic","11/12/1997"
"508","3249","classic","3/8/1998"
"509","3253","gold","30/7/1998"
"510","3256","classic","13/4/1998"
"511","3257","junior","6/8/1997"
"512","3259","classic","24/7/1997"
"513","3260","classic","15/3/1997"
"514","3267","classic","10/9/1996"
"515","3268","classic","23/3/1998"
"516","3279","classic","25/10/1996"
"517","3291","classic","9/1/1998"
"518","3292","gold","10/2/1998"
"519","3297","classic","16/8/1998"
"520","3308","classic","25/9/1998"
"521","3310","classic","17/12/1997"
"523","3319","junior","23/11/1998"
"524","3333","classic","2/11/1998"
"525","3337","classic","27/7/1998"
"526","3339","classic","10/9/1998"
"527","3348","junior","14/12/1998"
"528","3356","classic","31/10/1996"
"529","3357","classic","27/2/1998"
"530","3360","classic","25/7/1998"
"531","3378","gold","24/8/1998"
"532","3382","classic","30/11/1997"
"533","3384","classic","9/10/1998"
"534","3387","classic","29/1/1997"
"535","3395","classic","22/3/1998"
"536","3404","classic","13/12/1997"
"537","3405","classic","15/9/1997"
"538","3414","gold","20/8/1998"
"539","3415","classic","23/4/1997"
"540","3425","classic","29/11/1997"
"541","3427","junior","26/11/1996"
"542","3439","classic","22/10/1998"
"544","3448","gold","10/9/1998"
"545","3458","classic","30/5/1995"
"546","3465","gold","19/8/1997"
"547","3477","classic","11/10/1996"
"548","3501","classic","16/7/1998"
"549","3504","classic","12/12/1998"
"550","3515","classic","8/8/1998"
"551","3517","classic","3/9/1998"
"552","3519","classic","25/10/1997"
"553","3522","classic","14/7/1997"
"554","3535","classic","29/9/1998"
"555","3544","classic","19/11/1997"
"557","3567","classic","17/1/1998"
"558","3568","classic","7/6/1998"
"559","3573","classic","17/6/1995"
"560","3577","classic","17/12/1998"
"561","3581","gold","28/9/1998"
"562","3583","classic","7/11/1996"
"563","3589","classic","21/10/1994"
"564","3590","classic","6/5/1997"
"565","3601","gold","6/1/1997"
"566","3606","classic","25/12/1997"
"567","3611","classic","8/7/1998"
"568","3615","classic","5/3/1997"
"569","3616","classic","12/12/1997"
"570","3620","classic","14/11/1998"
"571","3627","junior","13/7/1998"
"572","3636","junior","16/5/1997"
"573","3638","classic","23/12/1998"
"574","3640","junior","23/2/1998"
"575","3667","gold","25/12/1997"
"576","3671","classic","30/4/1997"
"577","3687","classic","15/2/1994"
"578","3689","junior","21/2/1997"
"579","3699","classic","18/11/1997"
"580","3713","classic","16/11/1998"
"581","3721","classic","13/8/1998"
"582","3733","classic","22/1/1997"
"583","3735","classic","24/4/1997"
"584","3751","classic","28/10/1998"
"585","3753","gold","1/10/1998"
"586","3756","classic","31/5/1998"
"587","3763","junior","5/8/1996"
"588","3765","classic","8/7/1997"
"589","3766","junior","20/12/1997"
"590","3769","classic","2/12/1997"
"591","3779","classic","23/7/1997"
"592","3782","junior","7/8/1995"
"593","3787","junior","6/1/1998"
"594","3794","junior","27/12/1996"
"596","3811","classic","19/10/1997"
"597","3813","junior","6/6/1997"
"598","3821","classic","23/8/1997"
"599","3824","gold","8/3/1998"
"600","3829","classic","20/5/1996"
"601","3830","classic","8/10/1996"
"602","3846","junior","18/4/1998"
"603","3850","classic","20/7/1998"
"604","3858","classic","4/11/1998"
"605","3874","classic","11/12/1998"
"606","3883","classic","22/1/1996"
"607","3885","classic","17/5/1997"
"608","3890","classic","17/12/1997"
"609","3893","classic","29/12/1996"
"610","3894","classic","29/8/1997"
"611","3896","classic","13/11/1997"
"612","3906","classic","22/9/1997"
"613","3913","classic","23/7/1998"
"614","3938","junior","16/10/1998"
"616","3943","classic","5/5/1997"
"617","3944","gold","9/4/1997"
"618","3947","classic","31/7/1998"
"619","3958","classic","1/4/1998"
"620","3959","classic","17/9/1998"
"621","3970","junior","19/3/1996"
"622","3981","junior","22/9/1997"
"623","3984","classic","25/7/1998"
"624","3985","junior","13/2/1998"
"625","3987","classic","17/7/1997"
"626","3992","classic","30/11/1998"
"627","3994","classic","5/7/1998"
"628","4007","classic","11/8/1997"
"629","4018","junior","25/9/1998"
"630","4019","classic","18/9/1998"
"631","4061","junior","9/6/1998"
"632","4069","classic","19/11/1998"
"633","4078","classic","12/10/1997"
"634","4081","junior","22/9/1998"
"635","4083","classic","29/12/1998"
"636","4091","junior","9/11/1998"
"637","4094","junior","6/8/1997"
"638","4100","gold","14/10/1997"
"639","4112","classic","23/5/1998"
"640","4115","classic","14/7/1998"
"641","4116","classic","18/6/1996"
"642","4137","classic","13/12/1996"
"643","4157","classic","4/3/1998"
"644","4165","classic","5/6/1998"
"645","4166","classic","17/5/1998"
"646","4167","classic","17/6/1998"
"647","4171","junior","21/3/1997"
"648","4188","classic","18/11/1997"
"649","4190","classic","29/5/1998"
"650","4194","classic","26/10/1997"
"651","4201","junior","2/8/1996"
"652","4211","classic","16/6/1995"
"653","4212","classic","16/9/1998"
"654","4230","classic","21/12/1998"
"655","4231","classic","13/2/1998"
"656","4235","classic","8/10/1997"
"657","4246","junior","2/12/1998"
"658","4251","classic","25/12/1994"
"659","4258","classic","8/1/1998"
"660","4265","junior","19/8/1997"
"661","4270","classic","3/7/1995"
"662","4293","classic","9/5/1995"
"663","4295","classic","6/8/1997"
"664","4316","classic","22/10/1997"
"665","4318","classic","24/3/1997"
"666","4328","junior","25/12/1995"
"667","4333","classic","31/1/1997"
"668","4340","classic","14/1/1997"
"669","4341","classic","19/6/1998"
"670","4343","classic","8/8/1996"
"671","4345","classic","17/9/1997"
"672","4349","classic","7/3/1998"
"673","4353","junior","31/8/1996"
"674","4360","classic","28/12/1998"
"675","4376","classic","23/6/1997"
"676","4380","classic","30/9/1998"
"677","4382","junior","1/12/1998"
"678","4405","gold","20/1/1997"
"679","4416","classic","6/3/1997"
"680","4417","classic","29/4/1998"
"681","4426","classic","22/1/1997"
"682","4429","classic","11/10/1998"
"683","4437","classic","5/8/1998"
"684","4457","classic","11/8/1998"
"685","4467","classic","29/12/1998"
"687","4471","classic","14/7/1998"
"688","4472","classic","1/8/1997"
"689","4473","classic","15/1/1998"
"690","4479","classic","7/11/1996"
"691","4492","classic","16/12/1998"
"692","4493","classic","8/12/1998"
"693","4495","junior","3/11/1998"
"694","4504","classic","24/7/1997"
"695","4507","classic","15/12/1995"
"696","4516","classic","5/7/1998"
"697","4518","classic","11/12/1996"
"698","4522","gold","7/10/1997"
"699","4532","classic","26/9/1995"
"700","4533","junior","22/5/1998"
"701","4534","classic","24/6/1998"
"702","4543","classic","30/8/1998"
"703","4546","classic","17/9/1997"
"704","4553","gold","21/11/1998"
"705","4555","classic","12/7/1995"
"706","4559","gold","16/1/1997"
"707","4560","classic","21/11/1997"
"708","4568","junior","24/9/1996"
"709","4587","junior","11/4/1997"
"710","4588","junior","10/12/1996"
"711","4592","classic","19/8/1998"
"713","4627","classic","30/9/1995"
"714","4638","classic","9/1/1997"
"715","4639","junior","8/12/1998"
"716","4651","junior","11/6/1998"
"717","4654","classic","19/5/1998"
"718","4660","classic","12/8/1997"
"719","4663","classic","24/6/1995"
"720","4674","junior","9/2/1998"
"721","4680","junior","5/4/1994"
"722","4684","classic","14/11/1996"
"723","4699","classic","15/12/1997"
"724","4701","gold","27/1/1998"
"725","4715","junior","30/3/1996"
"726","4721","classic","26/2/1998"
"727","4723","classic","19/7/1998"
"728","4725","classic","24/12/1998"
"729","4740","junior","22/1/1997"
"730","4749","classic","2/5/1997"
"731","4751","classic","23/6/1996"
"732","4763","classic","21/7/1994"
"733","4764","junior","30/6/1997"
"734","4765","classic","1/5/1998"
"735","4772","classic","19/12/1998"
"736","4789","classic","3/8/1996"
"737","4791","classic","13/4/1995"
"738","4808","junior","2/7/1998"
"739","4821","classic","3/12/1997"
"740","4823","junior","28/7/1998"
"741","4832","classic","11/9/1996"
"742","4833","classic","10/11/1998"
"743","4862","gold","18/10/1998"
"744","4863","classic","2/10/1998"
"746","4901","classic","4/11/1998"
"747","4915","classic","5/2/1994"
"748","4923","classic","16/6/1997"
"749","4929","classic","19/10/1998"
"750","4937","classic","24/10/1998"
"751","4941","junior","15/10/1998"
"752","4944","junior","6/9/1998"
"753","4974","classic","25/12/1998"
"754","4976","junior","10/10/1998"
"755","5002","classic","16/4/1998"
"756","5012","classic","18/5/1998"
"757","5013","junior","22/5/1998"
"758","5016","classic","21/9/1998"
"759","5117","junior","18/4/1995"
"760","5126","classic","19/1/1998"
"761","5128","gold","23/4/1998"
"762","5132","classic","10/11/1997"
"763","5138","junior","30/12/1994"
"764","5159","classic","29/5/1996"
"765","5175","classic","29/9/1998"
"766","5200","classic","11/2/1995"
"767","5204","classic","14/9/1997"
"768","5223","classic","6/7/1998"
"769","5224","classic","20/10/1998"
"770","5232","classic","15/6/1998"
"771","5233","classic","8/1/1996"
"772","5243","classic","30/10/1996"
"773","5245","classic","18/11/1998"
"774","5249","classic","25/12/1997"
"775","5253","gold","11/4/1998"
"776","5263","classic","19/10/1996"
"778","5275","classic","2/1/1995"
"779","5323","junior","21/5/1995"
"780","5333","classic","29/7/1998"
"781","5366","classic","7/7/1997"
"782","5376","classic","29/9/1998"
"783","5433","junior","24/10/1995"
"784","5461","classic","24/3/1998"
"785","5468","classic","16/6/1998"
"786","5478","classic","31/12/1996"
"791","5521","classic","12/5/1997"
"792","5526","classic","11/10/1998"
"795","5563","classic","2/8/1998"
"796","5579","classic","20/2/1998"
"801","5684","classic","15/6/1997"
"803","5727","classic","19/1/1998"
"813","5873","junior","28/10/1996"
"814","5911","classic","15/2/1996"
"819","5978","gold","6/12/1998"
"820","6039","classic","10/11/1998"
"823","6178","classic","5/6/1998"
"824","6196","classic","29/4/1998"
"829","6255","classic","22/12/1998"
"831","6275","classic","29/6/1998"
"833","6299","classic","1/8/1998"
"834","6301","classic","21/8/1998"
"841","6468","classic","6/3/1997"
"844","6567","junior","4/3/1998"
"847","6610","classic","20/5/1997"
"850","6644","classic","16/1/1997"
"854","6753","classic","7/10/1996"
"855","6764","classic","24/10/1998"
"857","6789","junior","25/10/1998"
"863","6906","classic","12/6/1998"
"874","7127","gold","7/10/1997"
"880","7186","classic","17/9/1998"
"882","7195","classic","11/9/1996"
"884","7286","gold","31/7/1997"
"886","7325","classic","15/12/1998"
"890","7422","classic","8/9/1996"
"891","7434","classic","23/12/1997"
"896","7567","classic","18/9/1997"
"897","7576","classic","18/1/1998"
"904","7672","classic","22/1/1998"
"906","7683","gold","18/5/1998"
"918","7796","classic","27/4/1998"
"923","7855","classic","24/9/1998"
"924","7862","classic","24/12/1998"
"933","7959","junior","21/4/1998"
"936","8030","classic","2/8/1997"
"939","8217","junior","29/5/1997"
"942","8295","classic","2/12/1997"
"945","8342","junior","9/5/1996"
"946","8359","junior","28/2/1998"
"947","8366","classic","8/11/1997"
"951","8392","classic","16/8/1998"
"956","8502","classic","30/9/1998"
"957","8506","junior","16/10/1998"
"965","8636","classic","2/4/1998"
"977","8968","classic","8/5/1996"
"989","9119","classic","21/2/1996"
"991","9149","junior","1/7/1998"
"1001","9247","classic","20/11/1998"
"1002","9261","classic","9/7/1998"
"1003","9274","classic","9/8/1998"
"1005","9285","classic","7/11/1993"
"1007","9333","gold","25/9/1998"
"1009","9409","gold","14/6/1997"
"1010","9413","classic","27/10/1996"
"1014","9452","classic","2/11/1996"
"1016","9525","classic","28/10/1997"
"1022","9606","classic","13/12/1997"
"1023","9621","classic","30/8/1998"
"1024","9622","classic","20/9/1998"
"1025","9625","classic","8/9/1997"
"1035","9732","classic","11/10/1998"
"1036","9735","classic","17/1/1997"
"1038","9787","junior","30/3/1995"
"1039","9837","classic","7/1/1995"
"1040","9890","junior","28/5/1995"
"1043","9974","junior","14/8/1996"
"1055","10171","classic","24/7/1996"
"1056","10220","classic","6/11/1997"
"1059","10235","classic","29/7/1997"
"1064","10328","classic","17/2/1996"
"1070","10490","junior","8/11/1998"
"1076","10604","gold","27/7/1998"
"1081","10696","classic","25/12/1998"
"1087","10887","classic","6/10/1996"
"1093","11011","classic","20/1/1997"
"1095","11023","gold","28/7/1997"
"1098","11063","classic","1/9/1998"
"1100","11101","junior","10/4/1996"
"1102","11183","classic","25/4/1998"
"1103","11189","classic","4/11/1995"
"1105","11237","classic","13/12/1997"
"1111","11288","classic","31/12/1996"
"1115","11375","junior","3/10/1997"
"1118","11393","classic","2/1/1997"
"1134","11742","classic","31/5/1996"
"1137","11771","gold","1/12/1998"
"1138","11825","classic","29/6/1997"
"1139","11836","junior","26/3/1996"
"1150","12020","classic","25/8/1998"
"1154","12070","classic","5/9/1998"
"1155","12088","classic","1/8/1998"
"1164","12269","classic","12/8/1996"
"1165","12291","classic","8/11/1998"
"1167","12335","classic","18/7/1998"
"1169","12354","classic","30/11/1998"
"1173","12442","classic","8/5/1997"
"1175","12494","classic","24/11/1998"
"1176","12502","gold","3/7/1996"
"1177","12535","gold","6/12/1998"
"1178","12542","classic","19/6/1997"
"1187","12635","gold","17/7/1996"
"1188","12678","classic","19/9/1998"
"1189","12683","classic","17/3/1998"
"1192","12736","classic","2/7/1998"
"1193","12743","classic","1/10/1998"
"1194","12781","junior","30/4/1998"
"1195","12787","gold","4/9/1998"
"1196","12805","classic","27/6/1997"
"1199","12826","classic","9/3/1998"
"1203","12893","classic","26/9/1997"
"1216","13097","classic","26/5/1998"
"1217","13098","junior","9/8/1998"
"1220","13160","classic","8/8/1997"
"1223","13231","junior","2/5/1995"
"1225","13268","classic","22/11/1995"
"1230","13312","classic","8/3/1998"
"1233","13382","classic","6/7/1996"
"1234","13386","classic","28/11/1997"
"1239","13442","junior","2/2/1998"
"1247","13660","classic","13/6/1995"
